Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;16068;13266;16068;13986;14814;16068;16068;16068;12888;14814;13266;13986;0;0;21528;21528;21528;21528;;21528;0;21528;21528;21528;20094;20094;21528;21528;21528;;21609;21609;21609;21609;23435;21609;10503;21609;21609;21609;21609;21609;21609;20175;21609
2;14814;12888;14814;13986;13266;14814;14814;14814;12888;14814;13266;12888;14814;0;17928;21528;21528;20094;20094;;0;21528;21528;21528;20094;20094;21528;21528;0;10422;21609;21609;21609;21609;21609;21609;10503;21609;21609;21609;21609;21609;20175;20175;21609
3;13986;12630;13986;13986;13266;13986;13986;13986;12630;14814;12888;12888;13986;16068;16068;13986;21528;20094;20094;20094;;21528;20094;21528;20094;20094;21528;21528;0;10422;21528;21609;21609;21609;21609;21609;10503;21609;21609;21609;21609;21609;20175;20175;21609
4;14358;12936;13602;13206;13206;14358;13602;14358;12936;13206;13206;13206;13602;15228;15228;13602;14358;20094;19104;20094;21528;;20094;20094;20094;20094;20094;21528;21528;10422;21528;21528;21609;21609;21609;21609;10503;21609;20175;20175;21609;21609;20175;19185;21609
5;13602;12936;13206;12936;12936;13602;13602;13602;12936;12936;12936;13206;13602;15228;15228;13206;13602;13206;19104;20094;21528;21528;;20094;19104;19104;20094;21528;21528;10422;21528;21528;21528;21609;21609;21609;10503;20175;20175;20175;21609;21609;20175;19185;20175
6;13206;12936;13206;12936;12936;13602;13602;13206;12936;12936;12936;12936;13602;14358;14358;12936;13602;13206;12936;20094;21528;21528;19104;;19104;19104;20094;21528;21528;10422;21528;21528;21528;21528;21609;21609;10503;20175;20175;20175;21609;21609;20175;19185;20175
7;13206;12936;12936;12936;12936;13206;13206;13206;12552;12936;12936;12936;13206;14358;14358;12936;13206;12936;12936;13602;21528;20094;19104;19104;;19104;20094;21528;21528;10422;21528;21528;21528;21528;21528;21609;10503;20175;20175;20175;20175;21609;20175;19185;20175
8;12936;12936;12936;12936;12936;13206;13206;13206;12552;12936;12552;12936;13206;13602;14358;12936;12936;12936;12936;13206;15228;20094;19104;19104;19104;;20094;21528;21528;10422;20094;20094;20094;20094;21528;21528;10503;20175;20175;20175;20175;21609;20175;19185;19185
9;12936;12936;12936;12936;12936;13206;12936;12936;12552;12936;12552;12936;12936;13602;13602;12936;12936;12936;12936;13206;14358;14358;19104;19104;19104;19104;;21528;21528;10422;20094;20094;20094;20094;21528;21528;10422;20175;20175;20175;20175;21609;19185;19185;19185
10;13254;13254;13254;13254;13254;13254;13254;13254;12852;13254;12852;12852;13254;13536;13956;13254;13254;13254;13254;13254;14748;13956;13254;19104;19104;19104;19104;;21528;10422;20094;20094;20094;20094;21528;21528;10422;20094;20175;19185;20175;21609;19185;19185;19185
