Дней до отправления;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17
1;12630;14814;12630;12630;12888;13266;19029;12630;16068;9222;12888;0;0;19304;19104;21528;19104;15828;;21528;21528;19104;21528;19104;19104;20094;21528;;21528;10503;21609;19185;20175;20175;21609;19185;10503;21609;19185;19185;20175;21609;19185;20175;19185
2;12630;13986;12630;12630;12630;12888;17928;12630;14814;9222;12630;13986;0;19029;12630;21528;15828;15828;19104;;21528;19104;21528;15828;19104;19104;21528;;21528;10422;21609;19185;19185;19185;21609;19185;10503;21609;19185;19185;19185;21609;19185;20175;19185
3;12630;13266;12630;12630;12630;12630;12924;12630;13986;9222;12630;13266;13986;17928;12264;14814;15828;15828;19104;19104;;19104;21528;15828;19104;19104;21528;0;20094;10422;21528;19185;19185;19185;21609;19185;10503;21609;19185;19185;19185;21609;15909;20175;19185
4;12936;13602;12552;12936;12936;12936;12924;12936;14358;9222;12936;13602;13602;12924;12552;14358;12552;15828;19104;19104;21528;;21528;15828;15828;19104;21528;0;20094;10422;21528;19104;19185;19185;21609;19185;10503;21609;19185;19185;19185;20175;15909;19185;15909
5;12936;13206;12552;12552;12552;12936;12924;12936;13602;9222;12936;13602;13602;12924;12552;13602;12552;12552;15828;19104;20094;15828;;15828;15828;19104;21528;0;19104;10422;21528;19104;19104;19185;21609;19185;10503;21609;19185;19185;19185;20175;15909;19185;15909
6;12936;12936;12552;12552;12552;12936;12924;12552;13206;9222;12552;12936;13602;12924;12552;13206;12174;12174;12552;19104;20094;15828;20094;;15828;15828;21528;0;19104;10422;21528;15828;19104;19104;21609;19185;10503;21609;15909;15909;19185;20175;15909;19185;15909
7;12552;12936;12552;12552;12552;12936;12924;12552;13206;9222;12552;12936;13206;12924;12552;13206;12174;12174;12552;12936;20094;15828;20094;15828;;15828;20094;23354;19104;10422;21528;15828;19104;19104;21528;19185;10503;21609;15909;15909;15909;20175;15909;19185;15909
8;12552;12936;12552;12552;12552;12936;12924;12552;13206;9222;12552;12936;12936;12924;12552;12936;12174;12174;12552;12936;13602;15828;20094;15828;15828;;20094;23354;15828;10422;21528;15828;15828;19104;21528;19104;10503;21609;15909;15909;15909;20175;15909;19185;15909
9;12552;12936;12552;12174;12174;12552;12924;12552;12936;9222;12552;12552;12936;12924;12174;12936;12174;12174;12174;12552;12924;12552;19104;15828;15828;15828;;21528;15828;10422;21528;15828;15828;19104;21528;15828;10422;20175;15909;15909;15909;20175;15909;19185;15909
10;12852;13254;12852;12456;12456;12852;12924;12852;13254;9222;12852;12852;13254;12924;12456;13254;12456;12456;12456;12852;12924;12852;13536;15828;15828;15828;20094;;15828;10422;21528;15828;15828;15828;21528;15828;10422;20094;15909;15909;15909;20175;15909;19185;15909
